,artist.name,artist.hotness,Songs,Year,bars_confidence,bars_start,beats_confidence,beats_start,duration,end_of_fade_in,familiarity,key,key_confidence,latitude,location,longitude,loudness,mode,mode_confidence,release.id,release.name,similar,song.hotness,start_of_fade_out,tatums_confidence,tatums_start,tempo,terms,terms_freq,time_signature,time_signature_confidence,Time
9365,The Last Vegas,0.458549176,Another Lover,2009,0.257,0.27162,0.366,0.27162,237.11302,0,0.63340119,9,0.342,37.15735675,"Normal, IL",-63.93335787,-3.492,1,0.502,641616,Whatever Gets You Off,AR31D7E1187FB3BC62,0.557187768,233.355,0.566,0.11115,179.001,stoner rock,0.959959641,4,0.349,00s
9366,Beneath The Sky,0.47630019,No Such Thing As Control (Album Version),2007,0.084,0.63287,0.084,0.63287,275.9571,0,0.720212052,8,0.277,37.15735675,"Cincinnati, OH",-63.93335787,-3.996,1,0.411,128152,What Demons Do To Saints,ARL0V3V1187FB44E4E,0.584417646,271.569,0.141,0.15433,84.159,death core,0.975926778,1,0.363,00s
9368,Radiohead,0.604666876,2 + 2 = 5,2003,0.905,0.24821,0.905,0.24821,198.47791,0.183,0.899934952,5,0.779,37.15735675,"Oxford, UK",-63.93335787,-5.636,0,0.645,257676,The Best Of,ARN5NHX1187FB4F755,,196.058,0.688,0.24821,149.492,british pop,0.99997276,1,0.526,00s
9370,Alicia Keys,0.778673579,Karma,2003,0.09,1.08556,0.309,0.55496,255.99955,0.177,0.933916106,7,0.267,40.8079,"Harlem, New York",-73.9454,-6.155,0,0.324,296589,The Diary Of Alicia Keys,AR5DC8S1187B9958BE,0.723348602,253.498,1,0.20093,113.485,neo soul,0.999984594,3,1,00s
9375,Light Of The World,0.365841574,Pete's Crusade,1980,0.093,1.69941,0.519,0.66521,247.74485,0,0.475730978,0,0.14,51.50632,"London, England",-0.12714,-13.546,1,0.378,596889,The Best Of The Light Of The World,ARTSPKE1187B9B1DF4,,236.466,0.921,0.66521,120.444,jazz funk,0.956622787,4,0.609,80s
9382,Bedrock,0.390624708,Emerald,2004,0.957,0.89503,1,0.43242,501.86404,0,0.654039351,6,0.041,-22.96566,Detroit,18.48617,-14.442,1,0.343,699533,Emerald,ARSS3WR1187B98EE9F,,487.004,1,0.20169,129.988,progressive house,1,4,0.607,00s
9383,Radio Birdman,0.392977289,Zeno Beach,2006,0.048,0.64912,0.023,0.34427,174.28853,0,0.617438461,11,0.059,37.15735675,Not available,-63.93335787,-5.469,0,0.374,539843,Zeno Beach,ARQDNYJ1187FB4A32E,0.266955186,160.955,0.549,0.18912,197.631,garage rock,0.960948398,4,0,00s
9385,Zeca Baleiro,0.425126208,Telegrama,2002,0.681,1.26953,0.594,0.5116,364.72118,0,0.61071322,9,0.62,37.15735675,Not available,-63.93335787,-10.202,1,0.518,609304,Baladas Do Asfalto e Outros Blue Ao Vivo,ARAYJW21187B99C285,,361.343,0.066,0.24399,80.062,brazilian pop music,1,4,0.823,00s
9386,Digital Mystikz,0.417745326,Molten,2006,0.071,0.86559,0.444,0.43995,299.49342,0,0.550032444,11,0.913,37.15735675,Not available,-63.93335787,-6.304,0,0.704,626957,Tectonic Plates 03,ARXPPPB1187FB507B6,0.63802267,294.568,0.405,0.23134,143.01,dubstep,1,4,0.798,00s
9388,The Highwaymen,0.468246836,The Road Goes On Forever,1995,0.067,1.53292,0.88,0.42435,282.33098,0.299,0.683341036,2,0.967,39.75911,"Dayton, OH",-84.19444,-9.851,1,0.748,18408,The Road Goes On Forever (10th Anniversary Edition),ARCXQSL1187FB3CFCA,,265.822,0.797,0.14302,111.532,folk-pop,1,3,1,90s
9391,Bobaflex,0.415408952,Medicine,2005,0.024,1.84928,0.939,0.70687,151.43138,0.517,0.588781959,5,0.129,38.41982,"Huntington, WV",-82.44537,-4.515,0,0.463,31407,Apologize For Nothing,AR5T4YC1187FB5915E,0.637016452,147.783,0.553,0.70687,104.08,rap metal,0.99822451,4,1,00s
9393,Lizzy Borden,0.419967936,Love You to Pieces,1985,0.991,0.3293,0.991,0.3293,232.98567,0.156,0.609819761,7,0.43,34.05349,"Los Angeles, CA",-118.24532,-4.118,1,0.557,559844,Love You To Pieces,ARGBE8R1187FB4D4FA,0.579728749,227.614,0.238,0.3293,90.131,heavy metal,1,1,0,80s
9394,Dendemann,0.45043213,Sachmagehtsnoch,2006,0.109,0.35825,1,0.35825,221.98812,0.311,0.572051287,11,0.276,37.15735675,Not available,-63.93335787,-6.131,0,0.351,624339,Die PfA1/4tze des Eisbergs,ARKD6181187FB3CDA3,,219.487,0.864,0.35825,106.023,progressive house,0.904966243,4,1,00s
9397,Lara Fabian,0.458210742,L'Amour Existe Encore,2009,0,1.11744,0.781,0.55279,229.72036,0.508,0.631702562,6,0.505,37.15735675,Not available,-63.93335787,-7.336,0,0.493,557613,Toutes Les Femmes En Moi,ARV01OT1187FB39656,0.394394856,216.247,1,0.26978,106.01,ballad,1,4,0.889,00s
9399,Spliff,0.358685666,Heut' Nacht,1982,0.007,1.41017,0.406,1.41017,264.41098,8.899,0.543971487,11,0.285,37.15735675,Not available,-63.93335787,-18.576,0,0.303,292085,85555,ARERIMH1187FB3D40C,0.575319688,257.701,0.221,1.41017,107.965,pop rock,0.976627409,4,0.222,80s
9400,Deftones,0.601729756,Diamond Eyes (Album Version),2010,0.741,2.81236,0.741,2.81236,188.26404,7.715,0.821697317,8,0.544,37.15735675,"Sacramento, CA",-63.93335787,-4.365,1,0.424,812391,Diamond Eyes,ARMAC4T1187FB3FA4C,0.627531467,188.264,0.045,2.81236,153.713,rap metal,0.948416824,1,1,10s
9402,John Mayall,0.405234691,The Witching Hour,2002,0.271,0.89748,0.95,0.18748,262.79138,0.171,0.626803106,5,0.161,37.15735675,Not available,-63.93335787,-5.549,0,0.423,521596,STORIES,AR3E4IO1187FB4B837,0,250.032,0.939,0.18748,172.909,blues-rock,0.97665497,4,0.785,00s
9403,Jars Of Clay,0.575501205,Love Me,2006,0.065,0.55063,0,0.077,191.81669,0.485,0.749029875,2,0.544,36.16778,"Nashville, TN",-86.77836,-4.888,1,0.48,574824,Mini Monsters EP,AR9Q34X1187B9A28B6,0.345802234,179.821,0.655,0.077,128.018,ccm,0.999345611,3,0.395,00s
9404,Liars,0.420412618,Leather Prowler,2007,0.078,0.64383,0.074,0.2326,265.09016,0.107,0.786359137,8,0.124,34.05349,LA / NYC,-118.24532,-10.578,0,0.206,117266,Liars,ARKT6J61187FB4D324,0.608552821,265.09,0.074,0.2326,143.748,experimental rock,0.953932501,4,1,00s
9405,Yami Bolo,0.322482578,Put Down Your Weapons,2000,0.198,0.38262,0.35,0.38262,219.402,0,0.495502207,0,0.647,42.33168,Detroit USA,-83.04792,-9.07,1,0.168,646698,Live In Paris,ARIRD6J1187FB5A98C,0.260506007,219.402,1,0.38262,85.811,roots reggae,0.940422952,4,0.449,00s
9406,Grandmaster Flash,0.455884679,Underarms,1987,0.845,0.08375,0.261,0.08375,190.17098,0,0.627970753,7,0.095,16.85576,"Barbados, West Indies",-69.46854,-15.494,0,0.192,774160,Ba-Dop-Boom-Bang,ARB2M051187FB56FA9,0.266955186,170.475,0.812,0.08375,117.535,hip hop,1,4,0.653,80s
9409,Pierre Perret,0.352976472,L'idole des femmes,1994,0.053,0.21128,0.943,0.21128,143.46404,0.148,0.018501542,2,0.599,37.15735675,Not available,-63.93335787,-8.649,1,0.509,584842,Le Monde de Pierrot,ARH1E5Q1187FB4B8F2,,139.401,0.755,0.21128,112.032,chanson,0.964319421,3,0.331,90s
9410,Dario Marianelli,0.412115554,The Harbour,2007,0.129,0.30116,0,0.30116,227.99628,8.028,0.613464932,5,0.291,37.15735675,Not available,-63.93335787,-22.074,1,0.685,78310,Goodbye Bafana,ARU52PB1187FB58E46,0.355285536,212.904,0.041,0.30116,126.615,symphony,0.833441351,3,0.417,00s
9413,Bobby Pulido,0.426851853,La Rosa,1996,0.188,1.24721,1,0.59596,187.97669,0.339,0.575844757,9,0.555,26.30116,"Edinburg, TX",-98.1607,-8.429,1,0.52,153196,EnsA(c)A+-ame,ARLNZDA122988EDC3E,,181.522,0.609,0.4233,196.681,tejano,1,4,0,90s
9414,30 Seconds To Mars,0.677087547,End Of The Beginning,2002,0.13,0.72471,0.997,0.11047,277.28934,0.206,0.909324834,10,0.696,37.15735675,"Los Angeles, CA",-63.93335787,-5.64,0,0.698,280978,A Beautiful Lie + 30 Seconds To Mars,ARKT6J61187FB4D324,0.788862009,277.289,0.406,0.11047,98.507,rock,1,4,1,00s
9418,Funeral For A Friend,0.590449277,Kicking And Screaming,2008,0.012,0.5947,0.794,0.1463,205.16526,0.108,0.851073009,2,0.719,37.15735675,Wales,-63.93335787,-3.862,1,0.865,322341,Memory And Humanity,ARWR6RK1187FB3AB52,0.345802234,199.918,0.852,0.1463,134.009,post-hardcore,0.999214993,4,0.175,00s
9419,RUN-DMC,0.606630152,Slow And Low,1985,0.167,0.60859,0.192,0.24297,266.21342,0,0.686988955,6,0,37.15735675,Not available,-63.93335787,-7.663,0,0.105,386879,King Of Rock,ARKAI6D1187B98A539,,251.722,1,0.05971,163.881,hip hop,1,4,0.82,80s
9420,Little Milton,0.386441097,Lookin' for My Baby,1994,0.258,2.6977,0.625,2.21243,175.82975,2.966,0.579424109,10,0,33.35303,"Inverness, MS",-90.59005,-11.798,0,0,746186,Best of 40's and 50's_ Vol. 16,ARDK5LC1187B9AB681,,168.304,0.345,1.96919,110.3,electric blues,0.940027818,4,0.594,90s
9421,Eighteen Visions,0.440107997,Life's Blood,1997,0.432,0.83194,0,0.26231,171.12771,0,0.752365974,6,0.115,33.6671,"Orange County, CA",-117.76505,-6.076,1,0.485,715942,Best Of,ARC9CR51187FB51A13,,166.597,0.476,0.07674,109.44,alternative metal,0.980767933,3,0,90s
9422,Camp Lo,0.445216987,Black Connect 3,2009,0.136,0.21269,0.427,0.21269,267.17995,0,0.655483478,10,0.243,37.15735675,"New York, NY [Bronx]",-63.93335787,-10.481,0,0.314,614267,Another Heist,AR9ODB41187FB459B2,0.400039657,257.66,0.644,0.21269,111.81,pop rap,0.964222633,5,0.579,00s
9424,Zbigniew Preisner,0.497544085,Leaving The Docks,1993,0.129,0.09746,0,0.09746,87.45751,0.797,0.639158708,4,0.768,37.15735675,Not available,-63.93335787,-25.221,0,0.704,275719,The Secret Garden,AR4O6GB1187FB3F46B,0.482137585,87.458,0.172,0.09746,120.234,classic rock,0.998745546,4,0.326,90s
9425,SUMO,0.47136205,Noche De Paz,1987,0.054,1.50508,1,0.36473,127.05914,0.165,0.594047504,7,0.283,44.00118,New Hampshire,-71.6342,-5.454,1,0.443,509547,Obras Cumbres,ARV4TAT1187FB3BDE8,0.487112195,127.059,0.452,0.08322,105.434,gabba,0.887581005,4,0,80s
9427,Gwen Stefani,0.532803542,4 In The Morning,2006,0.024,0.79715,1,0.31695,294.19057,0.287,0.837872047,0,0.278,37.15735675,Not available,-63.93335787,-6.805,1,0.396,106348,4 In The Morning,ARTDQRC1187FB4EFD4,,284.549,1,0.07565,124.517,rock,1,4,0,00s
9429,Sunnyland Slim,0.332870567,Midnight Jump,1994,0.029,0.97092,1,0.63886,246.04689,0.519,0.485792919,7,0.566,37.15735675,"Vance, MS",-63.93335787,-18.679,1,0.531,175615,Be Careful How You Vote,ARFPGJY1187B991B23,0.265861049,238.51,0.133,0.63886,186.511,piano blues,0.961874769,4,0.784,90s
9430,The Zebras,0.308058363,Marching,2006,0,0.41616,0,0.41616,131.68281,1.16,0.50904767,4,0.295,37.15735675,Not available,-63.93335787,-6.583,1,0.403,493633,Worry a Lot,ARAWPGV1187B9B1384,0.379523324,121.922,0.545,0.21747,151.199,disco,0.995299585,1,0,00s
9431,Sonora Carruseles,0.365026438,Que Suene Mi Campana,2000,0.05,2.37533,0.946,0.12078,264.07138,0.229,0.560351641,1,0.361,37.15735675,Not available,-63.93335787,-5.878,1,0.583,230683,Discos Fuentes Salsa All Stars- La Biblia De La Salsa Vol. 1 & 2,ARHEQ501187FB4F898,,259.065,0.776,0.12078,80.672,salsa,1,7,0.638,00s
9432,EPMD,0.453850265,For My People,1990,0,0.31502,0,0.31502,188.31628,4.743,0.698291624,10,0.82,37.15735675,allentown Pennsylvania USA,-63.93335787,-10.553,0,0.684,47639,Business As Usual,ARM2EJV1187B98EA13,0.490808488,169.842,0,0.15392,186.393,hip hop,1,4,0.506,90s
9433,Eminem,0.879236745,Just Don't Give A Fuck,1998,0.722,5.72876,0.437,0.82051,242.62485,0,0.871010615,1,0.315,37.15735675,"St. Joseph, MO",-63.93335787,-2.198,1,0.403,14297,The Slim Shady LP,AR23C041187FB4D534,0.74302504,236.495,0.476,0.34039,90.18,hip hop,1,4,0.93,90s
9435,Marco Beltrami,0.378649979,1001 Robots,2004,0.182,2.00789,0.656,0.52941,256.39138,4.098,0.594832624,6,0.192,37.15735675,Not available,-63.93335787,-18.41,1,0.514,64161,I_ Robot,ARU52PB1187FB58E46,,233.976,0.083,0.52941,79.86,soundtrack,1,4,0.527,00s
9436,Bad Religion,0.618219159,You Don't Belong,2002,0.035,0.80323,1,0.07408,169.87383,0.218,0.858677442,7,0.761,34.05349,"Los Angeles, Ca",-118.24532,-4.716,1,0.712,104838,Process Of Belief,ARHJFFY1187B98BA76,0.676467189,162.453,0.795,0.07408,166.864,hardcore punk,1,4,0,00s
9437,Naughty By Nature,0.458595403,Ring The Alarm,1999,0.199,0.21802,0.17,0.21802,236.95628,0,0.679748141,7,0.693,37.15735675,"East Orange, NJ",-63.93335787,-6.774,1,0.54,426096,Nineteen Naughty Nine Nature's Fury,ARHIC3Q1187B9B1773,0.463489662,224.374,0.605,0.21802,142.82,gangster rap,0.999296643,5,1,90s
9440,Janet Jackson,0.568201422,Again (Instrumental),1993,0.012,0.78699,0.672,0.26699,232.202,0.205,0.881694731,0,0.418,37.15735675,Los Angeles &amp; New York,-63.93335787,-17.938,1,0.654,277110,Again,AR5DC8S1187B9958BE,0.234995406,220.578,0.729,0.26699,130.229,dance pop,1,4,0,90s
9444,Astarte,0.352919184,Voyage to eternal Life,1998,0.637,0.89647,0.572,0.4319,568.78975,0.566,0.537088297,0,0.355,37.97615,"Athens, Greece",23.73641,-5.408,1,0.357,127716,Doomed Dark Years,ARZJUGS1187B9AE3B9,,556.64,0.588,0.19672,128.518,black metal,1,4,0.774,90s
9447,Vulture Industries,0.455495289,The Benevolent Path,2007,0.618,1.37751,0.49,0.79833,379.29751,0,0.517306574,7,0.435,60.3907,Bergen,5.33275,-3.738,0,0.455,699988,The Dystopia Journals,ARNMODI1187FB43A0C,,379.298,0.427,0.49154,100.078,avantgarde metal,1,4,1,00s
9449,Suicidal Tendencies,0.526182556,Looking In Your Eyes,1987,0.107,1.98228,0.883,0.40784,167.78404,0.374,0.736677413,4,0.022,34.05349,"Venice, CA",-118.24532,-9.966,1,0.379,92649,Join The Army,ARNFTGS1187B9A465F,0.550647153,162.342,0.543,0.21079,166.09,hardcore punk,1,7,0.369,80s
9450,Professor Longhair,0.402054897,Doin' It,1985,0,0.08597,0,0.08597,242.31138,0.606,0.611771113,7,0.86,30.79062,"Bogalusa, LA",-89.8643,-13.715,1,0.899,200685,Rock'N Roll Gumbo,AR8ACFK1187B9B4063,,239.514,0.671,0.08597,143.29,louisiana blues,0.957135026,1,0,80s
9453,Aerosmith,0.610731463,Crazy,1993,0.57,0.61207,0.512,0.08631,318.61506,0.287,0.872536599,6,0,37.15735675,"Boston, MA",-63.93335787,-4.43,0,0.352,14312,Young Lust: The Aerosmith Anthology,ARM7EDF1187B9B3FA1,,301.238,0.512,0.08631,232.709,blues-rock,0.898816207,3,1,90s
9456,Roger Creager,0.441559083,All For The Sake Of The Song,2003,0.016,2.09031,1,0.61493,277.55057,0.188,0.674519457,0,0.822,37.15735675,Not available,-63.93335787,-9.776,1,0.867,229049,Long Way To Mexico,ARL3QBD1187B99D2D1,0.33888672,264.597,1,0.25196,80.975,honky tonk,0.967460526,4,0.313,00s
9458,Rita Chiarelli,0.288050285,Chiove,2006,0.732,0.70291,0.732,0.70291,228.38812,0.316,0.404823303,8,1,37.15735675,Not available,-63.93335787,-16.107,1,0.718,238650,The Italian Sessions,AR4FQGW1187FB46C83,,222.441,0.405,0.40009,99.381,blues,1,1,0.907,00s
9461,Red Hot Chili Peppers,0.576903816,Parallel Universe (Album Version),1999,0.636,0.08855,0.636,0.08855,269.34812,0,0.833967972,0,0.648,37.15735675,Not available,-63.93335787,-2.976,0,0.643,9152,Californication,ARCE0H01187B9AF741,0.773292762,262.931,0.951,0.08855,124.915,rap rock,0.936098431,1,0,90s
9462,Josh Groban,0.755149913,Lullaby [With Ladysmith Black Mambazo] (Album Version),2006,0.35,3.34055,0,0.2889,152.0322,0,0.765357013,1,0.602,37.15735675,Not available,-63.93335787,-15.95,1,0.632,79578,Awake,ARV481W1187FB38CD9,0.540786009,135.697,0,0.2889,91.087,pop rock,0.958328388,5,0.866,00s
9465,Jesse Malin,0.458592025,Walk On The Wild Side,2008,0.053,1.48379,0.862,0.11043,238.52363,0,0.75504135,2,0.006,40.79263,"Whitestone, Queens, NY",-73.80817,-8.14,1,0.346,312553,On Your Sleeve,ARVTPRP1187B9BA1AF,0.496175336,233.506,1,0.11043,88.011,urban folk,0.849336217,4,0.26,00s
9470,Zbigniew Preisner,0.497544085,The Court,1994,0.696,1.70511,0.696,1.70511,63.63383,3.582,0.639158708,0,0.403,37.15735675,Not available,-63.93335787,-31.708,1,0.443,422111,3 Couleurs : Blanc,AR4O6GB1187FB3F46B,0.437036204,63.634,0.145,0.84515,35.351,classic rock,0.998745546,1,0,90s
9474,Bitty McLean,0.387113765,Over The River,1995,0.009,1.4043,1,0.4598,216.21506,0.177,0.595811747,0,0.942,19.59009,Hawaii,-155.43414,-10.172,1,0.897,220083,Natural High,ARTRZBZ1187FB5698A,0.212045406,203.558,0.835,0.2228,127.601,lovers rock,0.938730721,4,0.985,90s
9475,Open Hand,0.377828215,11th Street,2000,0.194,0.0508,0.194,0.0508,278.56934,0,0.614887588,10,0.538,42.31256,Mass. - Boston,-71.08868,-4.842,1,0.659,717115,The Dream,ARN8YG41187B99A480,,275.818,0.852,0.0508,156.581,post-grunge,1,1,0,00s
9477,Phil Collins,0.578301634,Everyday,1993,0.902,0.52867,0.896,0.52867,343.43138,0.299,0.655921418,3,1,37.15735675,"Chiswick, London, England",-63.93335787,-9.808,1,0.932,40838,Both Sides,ARFWLXM1187B9B5EE5,0.614006173,321.788,0.132,0.21768,94.705,soft rock,1,4,0.664,90s
9481,The Pharcyde,0.491468882,The Climb/Paranoia,2004,0.05,0.47064,0.642,0.09198,247.11791,0,0.756063871,0,0.491,34.05349,"Los Angeles, CA",-118.24532,-5.178,0,0.41,519747,Humboldt Beginnings,ARV4KO21187FB38008,0.407233015,244.791,0.642,0.09198,161.853,rap,1,4,0.628,00s
9482,"MichA""le Bernard",0.398442224,Amour noir N 7,2008,0.66,0.73149,0.51,0.73149,136.98567,0,0.448892805,1,0.322,37.15735675,Not available,-63.93335787,-14.293,0,0.644,371969,Piano Voix,AR656BL1187B98F7C8,,124.865,0.588,0.1164,64.958,chanson,1,4,0.67,00s
9483,Joe Bonamassa,0.511054354,Stop!,2009,0.285,0.58388,0.382,0.58388,356.04853,0,0.675919557,4,0.404,37.15735675,Not available,-63.93335787,-9.159,0,0.415,703040,Joe Bonamassa Live From The Royal Albert Hall (Live Audio Version),ART3O5Z1187B9AB043,0.270775999,356.049,0.034,0.23066,85.401,blues-rock,0.916254371,3,1,00s
9484,Tyrone Wells,0.377849173,Need,2005,0.005,0.79627,0.929,0.04548,204.59057,0.165,0.689793071,8,0.727,34.05349,California - LA,-118.24532,-7.162,0,0.689,384801,Hold On,AR8897W1187B9B3AE6,0.72491042,201.421,0.611,0.04548,159.9,folk-pop,1,4,0.629,00s
9485,Howie Day,0.54605418,Collide,2003,0.008,0.96667,0.674,0.3113,277.002,0.078,0.830642317,10,0.598,44.80171,"Bangor, Maine",-68.77077,-12.316,1,0.637,292313,Stop All The World Now (SPECIAL EDITION VERSION),AR6S16K1187FB52D04,,268.011,0.696,0.14746,180.073,singer-songwriter,1,4,0.882,00s
9486,Fito Paez,0.458730806,Tercer Mundo,1990,0.017,2.88638,0.565,1.67953,284.26404,3.193,0.657826886,7,0.506,37.15735675,Not available,-63.93335787,-7.107,1,0.361,32993,Tercer Mundo,ARV4TAT1187FB3BDE8,0.450762242,269.137,0.077,1.52714,97.865,rock 'n roll,0.916230687,4,1,90s
9489,The Crystal Method,0.555741673,Keep Hope Alive,1995,0.056,1.35153,0.64,0.20768,341.08036,0.183,0.740796616,7,0.792,37.15735675,Los Angeles CA,-63.93335787,-9.276,1,0.604,614972,Keep Hope Alive EP,ARMKBL21187FB38230,0.756814801,336.742,0.688,0.20768,188.018,big beat,0.948653411,5,1,90s
9494,Los Chunguitos,0.372356588,La Medalla,2001,0.001,1.47523,0.919,0.31812,215.32689,0.271,0.515033584,1,0.488,37.15735675,Not available,-63.93335787,-5.55,1,0.329,167040,La Medalla,AR2PT4M1187FB55B1A,,199.303,1,0.17387,103.886,flamenco,1,4,0.161,00s
9503,Aesop Rock,0.477310881,Coma,2001,0.118,1.00333,0.773,0.32232,236.64281,0.115,0.834538586,8,0.709,37.15735675,Not available,-63.93335787,-8.025,1,0.605,174343,Labor Days,AR9MTEG1187B9A2496,0.631008059,231.149,0.449,0.14991,86.918,underground rap,0.741984468,4,0.788,00s
9504,Joe Lopez,0.272926797,Me Duele,2004,0.332,0.46721,1,0.09374,199.36608,0.229,0.3793712,0,0.65,31.1689,Texas,-100.07715,-7.434,1,0.525,1749,A.B. Quintanilla III Presents Joe Lopez,ARBYTYY1241B9CD692,0.358976526,195.21,0.374,0.09374,161.979,blues,1,3,0.246,00s
9505,Jesus Jones,0.420627401,Nothing To Hold Me,1990,0.154,2.04696,0.158,1.13474,201.16853,0.566,0.592472073,2,0.459,37.15735675,Not available,-63.93335787,-13.419,1,0.427,72070,Doubt,ARHJIKW1187B9ACE16,0.456949544,189.835,0.386,0.56988,66.246,dance rock,1,3,0.583,90s
9508,K's Choice,0.451219237,God In My Bed,1998,0.159,1.47709,0.54,0.43736,183.09179,0,0.640757317,1,0.831,37.15735675,Not available,-63.93335787,-14.469,1,0.804,290001,Live,ARUW9H71187FB4DA75,,174.991,0.535,0.17603,87.679,post-grunge,1,3,0.293,90s
9511,Silverstein,0.605507136,Defend You (Album Version),2005,0.226,0.31351,0,0.31351,208.16934,0,0.80113645,4,0.4,37.15735675,"Burlington, Ontario, Canada",-63.93335787,-2.14,0,0.473,128122,Discovering The Waterfront,ARJXL4Z1187B9A5920,0.823777513,205.816,0.121,0.16264,197.722,post-hardcore,0.999818045,4,0.019,00s
9513,Carlos NuA+-ez,0.384986117,St Patrick's An Dro,2003,0.166,0.57779,0.625,0.21346,213.89016,3.233,0.535702528,7,0.584,37.15735675,Not available,-63.93335787,-8.295,0,0.357,290201,Un Galicien En Bretagne,ARHBYTA1187FB3C812,,207.192,0.13,0.21346,162.442,flamenco,0.807502753,4,0.709,00s
9514,Malkit Singh,0.324430892,Holli Holi Nach Kuriye,2007,0.416,0.92703,0.416,0.92703,430.94159,0,0.483243067,5,0.536,37.15735675,Not available,-63.93335787,-10.743,1,0.419,540372,Best Of Golden Star,AR0K2MV1187B9B9FD6,,419.161,0.33,0.3927,56.886,broken beat,0.969921695,1,0,00s
9516,Fabolous,0.54000775,In My Hood (Explicit Album Version),2004,0.392,0.76333,0.704,0.09537,319.92118,0,0.571681627,1,0.6,37.15735675,"Brooklyn, NY",-63.93335787,-4.636,1,0.434,9045,Real Talk,ARG6CPM1187FB36594,0.670675085,303.462,1,0.09537,90.086,gangster rap,0.972556871,4,1,00s
9517,David Bowie,0.59473386,Baal's Hymn,1982,0.186,0.13837,0.034,0.13837,243.06893,1.019,0.865970006,0,0.588,51.50632,"London, UK",-0.12714,-10.502,1,0.561,53426,In Bertolt Brecht's Baal,ARMTVW61187B9B8802,0.270583473,239.52,0.034,0.13837,141.816,dance rock,1,3,0.312,80s
9518,El Gran Combo De Puerto Rico,0,No Hay Manera,2006,0.171,0.97641,0.263,0.34635,271.64689,0,0.597531865,7,0.355,29.76045,"HOUSTON, Texas",-95.36978,-7.537,0,0.444,508013,Arroz Con Habichuela,ARPIGMZ1187FB42689,0.53465524,267.865,0.591,0.18844,192.417,boogaloo,1,4,0.797,00s
9521,fIREHOSE,0.387008322,Let The Drummer Have Some,1989,0.021,0.51283,0.761,0.51283,61.83138,0.191,0.552704815,5,0.065,37.15735675,Not available,-63.93335787,-21.439,1,0.029,86066,Fromohio,ARE8GLF1187FB52532,0.537503904,56.697,0.989,0.20906,76.354,alternative rock,0.980447258,4,0,80s
9522,Zombie Girl,0.443395585,The Darkness (Komor Kommando Mix),2009,0.047,0.86115,0.593,0.36316,256.73098,0,0.639165318,11,0.207,37.15735675,"Edmonton, Alberta, Canada",-63.93335787,-7.479,0,0.548,818242,Endzeit Bunkertracks - Act IV: The Alfa Matrix Selection,AR2GAGN1187B9A07C9,0.425124658,245.412,0.847,0.03172,120.103,electro,1,4,1,00s
9526,Life In Your Way,0.448840338,When Rules Change,2005,0.153,2.95861,0.33,0.28781,198.05995,0,0.631442224,5,0.818,37.15735675,"Manchester, CT",-63.93335787,-4.62,1,0.698,246006,Ignite And Rebuild,AR08E891187B9A4FC8,0.457447167,198.06,0.831,0.12443,90.356,melodic hardcore,0.896554511,7,0.764,00s
9529,Michael Stanley Band,0.294986617,Take The Time,1982,0.024,0.65477,0.928,0.32345,335.09832,0.432,0.44276965,9,0.754,37.15735675,Not available,-63.93335787,-8.928,1,0.703,531118,MSB,ARMXJIZ1187FB4D8A0,0,322.868,0.541,0.15737,182.721,heartland rock,0.833322838,4,0.386,80s
